Name,LigandSmiles,Metal,classification
EDOQEU,C(=CSCc1ccccc1)SCc1ccccc1.Cc1cc(C)n([BH](n2nc(C)cc2C)n2nc(C)cc2C)n1.Cl.Cl,Nb,7.0
EGEBUO,Cc1cc(C)c(C(O)=C2C3CC4CC(C3)CC2C4)c(C)c1.Cc1cc(C)c(C(O)=C2C3CC4CC(C3)CC2C4)c(C)c1.Cc1cc(C)c(C(O)=C2C3CC4CC(C3)CC2C4)c(C)c1.c1ccc(C2(c3ccccc3)p3p4[pH][pH]p3p3p2p43)cc1,Nb,5.0
EGECAV,CCOCC.Cc1cc(C)c(C(O)=C2C3CC4CC(C3)CC2C4)c(C)c1.Cc1cc(C)c(C(O)=C2C3CC4CC(C3)CC2C4)c(C)c1.Cc1cc(C)c(C(O)=C2C3CC4CC(C3)CC2C4)c(C)c1.O,Nb,5.0
EHIKEL,C[Si](C)(C)c1cccc1.Cl.Cl.Fc1c(F)c(F)c([B-](Cl)(c2cccc2)c2c(F)c(F)c(F)c(F)c2F)c(F)c1F,Nb,12.0
EHILAI,Cl.Cl.Cl.Cl.Fc1c(F)c(F)c(B(c2cccc2)(c2c(F)c(F)c(F)c(F)c2F)n2ccccc2)c(F)c1F.c1ccncc1,Nb,10.0
EHIWUQ,C=C.C=CC.CC(C)c1cccc(C(C)C)c1O.Cc1ccc(Nc2ccc(C)cc2P(C(C)C)C(C)C)c(P(C(C)C)C(C)C)c1,Nb,7.0
EJOROK,C[Si](C)(CP(C[Si](C)(C)Nc1ccccc1)C1CCCCC1)Nc1ccccc1.Cl.Nc1ccccc1,Nb,5.0
EJUCIW,C[Si](C)(c1cccc1)[Si](C)(C)c1cccc1.Cl.Cl,Nb,12.0
EKAZIB,Br.Br.Br.Br.CP(C)CCP(C)C.CP(C)CCP(C)C,Nb,8.0
EKAZOH,CCP(CC)CCP(CC)CC.CCP(CC)CCP(CC)CC.Cl.Cl.Cl.Cl,Nb,8.0
EKAZUN,CP(C)c1ccccc1P(C)C.CP(C)c1ccccc1P(C)C.Cl.Cl.Cl.Cl,Nb,8.0
EKEBAZ,CP(C)CCP(C)C.CP(C)CCP(C)C.Cl.Cl.Cl.Cl,Nb,8.0
EMEGOT,Cl.Cl.Cl.[H]C(c1cc(C(C)(C)C)cc(C(C)(C)C)c1[O-])(c1cc(C(C)(C)C)cc(C(C)(C)C)c1O)c1cc(C(C)(C)C)cc(C(C)(C)C)c1O,Nb,7.0
EMEGUZ,CC(C)(C)c1cc(C(c2cc(C(C)(C)C)cc(C(C)(C)C)c2O)c2cc(C(C)(C)C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1.Cc1ccccc1.Cc1ccccc1.Cc1ccccc1,Nb,5.0
EMEHAG,CC(C)(C)c1cc(C(c2cc(C(C)(C)C)cc(C(C)(C)C)c2O)c2cc(C(C)(C)C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1.Cc1ccccc1,Nb,5.0
EVICUH,C.CC=CC.CCOCC.Cc1cc(C)n([BH](n2nc(C)cc2C)n2nc(C)cc2C)n1,Nb,7.0
FAQGAF,CC(C)NCCN(C(C)C)[Na](N(CCNC(C)C)C(C)C)(O1CCCC1)O1CCCC1.CC(C)NCCNC(C)C,Nb,6.0
FAVQOM,Cc1cc(C)cc(NCC(C)(C)C)c1.Cc1cc(C)cc(NCC(C)(C)C)c1.Cc1cc(C)cc(NCC(C)(C)C)c1.NP1C2c3ccccc3C1c1ccccc12,Nb,4.0
FAVSAY,COCCOC.Cl.Cl.Cl.Nn1c2ccccc2c2ccccc21,Nb,6.0
FAVSEC,COCCOC.Cc1ccc(N(N)c2ccc(C)cc2)cc1.Cl.Cl.Cl,Nb,6.0
FAVSIG,COCCOC.Cl.Cl.Cl.NN(c1ccc(Cl)cc1)c1ccc(Cl)cc1,Nb,6.0
FAVSOM,CN(N)c1ccccc1.COCCOC.Cl.Cl.Cl,Nb,6.0
FAVSUS,CN(C)N.COCCOC.Cl.Cl.Cl,Nb,6.0
FAVTAZ,COCCOC.Cl.Cl.Cl.NN1CCCCC1,Nb,6.0
FAVTON,COCCOC.Cl.Cl.Cl.NN(c1ccc(Br)cc1)c1ccc(Br)cc1,Nb,6.0
FAVVAB,COCCOC.COc1ccc(N(N)c2ccc(OC)cc2)cc1.Cl.Cl.Cl,Nb,6.0
FEFRUG,C#O.C#O.CC(C)(C)c1cc(C([Si](C)(C)C)[Si](C)(C)C)c([SiH3])c(C([Si](C)(C)C)[Si](C)(C)C)c1.CP(C)C[Si](C)(CP(C)C)CP(C)C,Nb,6.0
FERDIT,Cc1cc(C)cc(NC(C)(C)C)c1.Cc1ccc(Nc2ccc(C)cc2P(=N)(C(C)C)C(C)C)c(P(C(C)C)C(C)C)c1.Cl.Cl,Nb,6.0
FERDOZ,Cc1cc(C)cc(NC(C)(C)C)c1.Cc1ccc(Nc2ccc(C)cc2P(C(C)C)C(C)C)c(P(C(C)C)C(C)C)c1.N,Nb,5.0
FERHUF,C[Si](C)(C)C.Cl.c1cccc1.c1cccc1,Nb,12.0
FEVWAG,Cc1cc(C23CC4CC(CC(C4)C2)C3)c(O)c(C23CC4CC(CC(C4)C2)C3)c1.Cc1cc(C23CC4CC(CC(C4)C2)C3)c(O)c(C23CC4CC(CC(C4)C2)C3)c1.Cl.Cl,Nb,4.0
FIKPAU,CCOCC.CCOCC.Cl.Cl.Cl.Cl,Nb,6.0
FIKTIG,COCCOC.Cl.Cl.Cl.Cl,Nb,6.0
FIQQOL,CC(C)(C)c1cc(C(C)(C)C)nn1.CC(C)(C)c1cc(C(C)(C)C)nn1.CC(C)(C)c1cc(C(C)(C)C)nn1.Cl.Cl,Nb,8.0
FIWDUM,CC(C)(C)c1cc(CSC2CCCCCCC2SCc2cc(C(C)(C)C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1.Cl.Cl.Cl,Nb,7.0
FIZLAB,O=C([O-])C(=O)O.O=C([O-])C(=O)O.O=C([O-])C(=O)O.O=C([O-])C(=O)O,Nb,8.0
FOCCAC,SSc1ccccc1S.Sc1ccccc1S.[S-]c1ccccc1S,Nb,7.0
FOQPEG,Cc1cccc(C)c1O.Cc1cccc(C)c1O.Cc1cccc(C)c1O.Cc1cccc(C)c1O.O[Li](O1CCCC1)(O1CCCC1)O1CCCC1,Nb,5.0
FORQUA,C1CCOC1.C1CCOC1.CC(=CC(C)=Nc1c(C(C)C)cccc1C(C)C)Nc1c(C(C)C)cccc1C(C)C.CC(C)(C)N,Nb,5.0
FORREL,CC(=CC(C)=Nc1c(C(C)C)cccc1C(C)C)Nc1c(C(C)C)cccc1C(C)C.CC(C)(C)N.CC(C)(C)N,Nb,4.0
FOYJUY,CP(C)CCP(C)C.CP(C)CCP(C)C.C[Si](C)(C)OC#CO[Si](C)(C)C.Cl,Nb,7.0
FUGRAC,CC(=CC(C)=Nc1c(Cl)cccc1Cl)Nc1c(Cl)cccc1Cl.CC(C)(C)N.Cl.Cl.c1ccncc1,Nb,6.0
FUGREG,C.C.CC(=CC(C)=Nc1c(Cl)cccc1Cl)Nc1c(Cl)cccc1Cl.CC(C)(C)N,Nb,5.0
FUNNOR,C[Si](C)(C)N[Si](C)(C)C.C[Si](C)(C)N[Si](C)(C)C.C[Si](C)(C)N[Si](C)(C)C.O,Nb,4.0
FUQNUB,CCC#CCC.COCCOC.Cl.Cl.Cl,Nb,7.0
GABFEU,c1cccc1.c1cccc1,Nb,10.0
GAGDUN,c1ccccc1.c1ccccc1.c1ccccc1.c1ccccc1.c1ccccc1,Nb,7.0
GAJHEG,CN(C)=O.CN(C)=O.CNC.CNC.CNC,Nb,7.0
GAJHIK,CCNCC.CCNCC.CCNCC.CCNCC.CCNCC,Nb,5.0
GAKMUA,CN.CNC.Oc1c(-c2ccccc2)cccc1-c1ccccc1.Oc1c(-c2ccccc2)cccc1-c1ccccc1.Oc1c(-c2ccccc2)cccc1-c1ccccc1,Nb,5.0
GAQBUV,C[Si](C)(C)N.C[Si](C)(C)N.Cc1cc(C)n([BH](n2nc(C)cc2C)n2nc(C)cc2C)n1.O,Nb,6.0
GAWRII,CC(C)(C)N.C[Si](C)(C)N=C(N[Si](C)(C)C)c1ccccc1.Cl.Cl.c1ccncc1,Nb,6.0
GAZWOW,CC(=Nc1c(C(C)C)cccc1C(C)C)C(C)=Nc1c(C(C)C)cccc1C(C)C.Cl.Cl.Cl.Cl,Nb,6.0
GAZWUC,CC(C)c1cccc(C(C)C)c1N=CC=Nc1c(C(C)C)cccc1C(C)C.Cl.Cl.Cl.Cl,Nb,6.0
GAZXAJ,CC(C)c1cccc(C(C)C)c1NC=CNc1c(C(C)C)cccc1C(C)C.Cl.Cl.Cl.[Cl-],Nb,6.0
GECPUZ,[Te]1[Te][TeH]2[TeH]3[Te][Te][TeH]1[Te][Te][TeH]23,Nb,7.0
GECVUF,C#O.COC(=O)C=CC(=O)OC.c1cccc1.c1cccc1,Nb,12.0
GEDMOS,C.C.CC#CC.Cc1cc(C)n([BH](n2nc(C)cc2C)n2nc(C)cc2C)n1,Nb,7.0
GEDMUY,C.CC#CC.Cc1cc(C)n([BH](n2nc(C)cc2C)n2nc(C)cc2C)n1.Cl,Nb,7.0
GEFGUT,C#O.CO[Si](C(C)C)(C(C)C)C(C)C.CP(C)CCP(C)C.CP(C)CCP(C)C,Nb,6.0
GEGFAZ,CC(O)=CC(C)=NCCN=C(C)C=C(C)O.Cl.Cl,Nb,6.0
GEGFED,CC1=CC(C)=Nc2ccccc2NC(C)=CC(C)=Nc2ccccc2N1.Cl.Cl,Nb,6.0
GEHJIM,Cc1c(C)c(C)c(C)c1C.Cc1c(C)c(C)c(C)c1C.F.O,Nb,12.0
GEHJOS,Cc1c(C)c(C)c(C)c1C.Cc1c(C)c(C)c(C)c1C.O.O=CO,Nb,12.0
GEKGOS,CC1(C)COPOC1.CC1(C)COPOC1.c1cccc1.c1cccc1,Nb,12.0
GEKGUY,Br.CC(C)PC(C)C.c1cccc1.c1cccc1,Nb,12.0
GETHUI,CC(C)(C)C(=O)C=C(O)C(C)(C)C.CC(C)(C)C(=O)C=C(O)C(C)(C)C.Cl.Cl,Nb,6.0
GETSAZ,C=Cc1ccccc1.Cc1c(C)c(C)c(C)c1C.Cc1c(C)c(C)c(C)c1C,Nb,12.0
GIJBUW,CP(C)C.CP(C)C.CP(C)C.Cl.Cl.Cl.Cl,Nb,7.0
GIJTAU,CC(C)(C)B#NC(C)(C)C.c1cccc1.c1cccc1,Nb,12.0
GISFAP,C#O.C#O.C#O.C#O.C=Cc1cccc1,Nb,9.0
GISFUJ,C#O.C#O.C#O.C#O.CC(=O)c1cccc1,Nb,9.0
GIWFAU,CCO.CCO.CCO.CCO.Oc1cccc2cccnc12,Nb,6.0
GIWNIJ,C.C[Si](C)(C)C#Cc1ccccc1.Cc1cccc(N[Si](C)(C)C)n1.Cc1cccc(N[Si](C)(C)C)n1,Nb,7.0
GIWNOP,CB(c1c(F)c(F)c(F)c(F)c1F)(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F.C[Si](C)(C)C#Cc1ccccc1.Cc1cccc(N[Si](C)(C)C)n1.Cc1cccc(N[Si](C)(C)C)n1,Nb,7.0
GOLJAS,Cl.Cl.Cl.Cl.Cl.N#Cc1cccc(C(F)(F)F)c1,Nb,6.0
GOTKEH,Br.CC(=CC(C)=Nc1c(C(C)C)cccc1C(C)C)Nc1c(C(C)C)cccc1C(C)C.CC(C)(C)N.CC=Cc1ccccc1,Nb,5.0
GOVGUT,CC(C)N.Cl.Cl.Cl.c1ccncc1.c1ccncc1,Nb,6.0
GOVHAA,CC(C)(C)N.Cl.Cl.Cl.c1ccncc1.c1ccncc1,Nb,6.0
GOVTUI,CC(C)(C)NC(C=C(O)c1ccccc1)c1ccc(Cl)cc1.CC(C)c1cccc(C(C)C)c1N.CC=CC(C)=Nc1c(C(C)C)cccc1C(C)C,Nb,5.0
GOVVEU,CC(=CC(C)C(=C(Nc1c(C(C)C)cccc1C(C)C)c1ccccc1)c1ccccc1)Nc1c(C(C)C)cccc1C(C)C.CC(C)(C)N,Nb,6.0
GOVVIY,CC(C)c1cccc(C(C)C)c1N.CCC(NC(C)(C)C)=C(CC)C(C)C=C(C)Nc1c(C(C)C)cccc1C(C)C,Nb,6.0
GOVVOE,CC(=CC(C)C1C2CCC(C2)C1NC(C)(C)C)Nc1c(C(C)C)cccc1C(C)C.CC(C)c1cccc(C(C)C)c1N,Nb,6.0
GUNXIW,CC(C)(C)N.CC(C)(C)N.Cl.c1cccc1,Nb,8.0
GUNXOC,CC(C)(C)N.CC(C)c1cccc(C(C)C)c1N.Cl.c1cccc1,Nb,8.0
HADNIL,Cc1cc(C)cc(NCC(C)(C)C)c1.Cc1cc(C)cc(NCC(C)(C)C)c1.Cc1cc(C)cc(NCC(C)(C)C)c1.OC(=C(c1ccccc1)c1ccccc1)[PH-](C(O)=C(c1ccccc1)c1ccccc1)C(O)=C(c1ccccc1)c1ccccc1,Nb,6.0
HAHLIL,CC(=S)S.CC(=S)S.SS.c1cccc1,Nb,11.0
HAJBUP,CC[AsH]CC.[BH3][As](CC)CC.c1cccc1.c1cccc1,Nb,12.0
HASLOC,Cl.Cl.c1ccc(C2=C(c3ccccc3)C(c3ccccc3)=C2c2ccccc2)cc1.c1cccc1,Nb,11.0
HAYBAL,CC(C)c1cccc(C(C)C)c1N.CN1C=CN([BH](N2=C(S)N(C)C=C2)N2=C(S)N(C)C=C2)=C1S.Cl.Cl,Nb,6.0
HELNIV,c1ccc(Nc2ccccc2)cc1.c1ccc(Nc2ccccc2)cc1.c1ccc(Nc2ccccc2)cc1.c1ccc(Nc2ccccc2)cc1,Nb,4.0
HIPRAZ,Cl.Cl.Cl.Cl.Cl.N#CCCSCCC#N,Nb,6.0
HIPRIH,CCC#N.Cl.Cl.Cl.Cl.Cl,Nb,6.0
HIVSAG,Cl.Cl.Cl.Cl.Cl.N#CCc1ccccc1,Nb,6.0
HOBJIS,COC(O)=C(C)C.Cc1cc(C)c(C)c1C.Cl.Cl,Nb,11.0
HOBJOY,COC(O)=C(C)C.C[Si](C)(Cl)c1cccc1.Cl.Cl,Nb,11.0
HOBJUE,CC(O)=CC(C)C.C[Si](C)(Cl)c1cccc1.Cl.Cl,Nb,11.0
HOHGOA,CC(C)(C)N.C[Si](C)(c1cccc1)c1cccc1.Cl,Nb,12.0
HOKKAT,Br.Br.CN(C)B123[BH]45[BH]167[BH]218B32(N(C)C)[BH]39[BH]21%10[BH]681[BH]472[BH]3%101[SiH]592C.[Br-],Nb,10.0
HOTYAQ,C[Si](C)(C)N(C(=NC1CCCCC1)NC1CCCCC1)[Si](C)(C)C.C[Si](C)(C)N(C(=NC1CCCCC1)NC1CCCCC1)[Si](C)(C)C.Cl.Cl,Nb,6.0
HUCGOB,c1cnc(C(c2cccn2)c2ccc[n-]2)c1.c1cnc(C(c2cccn2)c2ccc[n-]2)c1,Nb,6.0
HUJGUO,CP(C)C.CP(C)C[Si](CP(C)C)(CP(C)C)C(C)(C)C.I.I.N=O,Nb,7.0
HUNSEO,SCCCS.c1cccc1.c1cccc1,Nb,12.0
HUPNAH,SCCCS.SCCCS.c1cccc1,Nb,9.0
HUPNEL,Cl.Cl.SCCSCCS.c1cccc1,Nb,10.0
HUPNIP,Cc1cccc1.Cl.Cl.SCCOCCS,Nb,10.0
HUPNOV,Cc1cccc1.O.SCCOCCS,Nb,9.0
HUPXIZ,C=C.CC(C)(C)c1ccc([Si](C)(C)c2cccc2)c1,Nb,12.0
HUPYAS,C=Cc1ccccc1.CC(C)(C)c1ccc([Si](C)(C)c2cccc2)c1,Nb,12.0
ICOBIL,C1=CCC=C1.C1=CCC=C1.c1cccc1.c1cccc1,Nb,12.0
ICUQUS,C#O.C#O.C#O.C#O.c1ccc(c2c3ccccc3c3ccccc32)cc1,Nb,9.0
IDALEI,C[Si](C)(C)C.Cc1ccc(C(c2cccc2)c2ccc(C)cc2)cc1.Cc1ccc(C(c2cccc2)c2ccc(C)cc2)cc1,Nb,12.0
IDALIM,CC(C)c1cccc(C(C)C)c1N.C[Si](C)(C)C.Cc1ccc(C(c2cccc2)c2ccc(C)cc2)cc1.Cc1ccc(C(c2cccc2)c2ccc(C)cc2)cc1,Nb,12.0
IDALOS,C[Si](C)(C)C.Cc1ccc(C(c2cccc2)c2ccc(C)cc2)cc1.Cc1ccc(C(c2cccc2)c2ccc(C)cc2)cc1.NN1CCCCC1,Nb,12.0
IFALAE,CC(=CC(C)=Nc1c(C(C)C)cccc1C(C)C)Nc1c(C(C)C)cccc1C(C)C.CC(C)(C)N=Cc1ccccc1.F.F.F,Nb,7.0
IFALEI,CC(=CC(C)=Nc1c(C(C)C)cccc1C(C)C)Nc1c(C(C)C)cccc1C(C)C.CC(C)(C)N=Cc1cccc(C(F)(F)F)c1.F.F.F,Nb,7.0
IFALIM,CC(=CC(C)=Nc1c(C(C)C)cccc1C(C)C)Nc1c(C(C)C)cccc1C(C)C.CC(C)(C)N,Nb,5.0
IFAQOV,C[SiH](C)N([SiH](C)C)C(C)(C)C.c1cccc1.c1cccc1,Nb,12.0
IGUGAS,CC(C)(C)P.Cc1c(C)c(C)c(C)c1C.Cl.Cl.Cl.Cl,Nb,10.0
IGUGEW,Cc1c(C)c(C)c(C)c1C.Cl.Cl.Cl.Cl.PC12CC3CC(CC(C3)C1)C2,Nb,10.0
IGUGIA,Cc1c(C)c(C)c(C)c1C.Cl.Cl.Cl.Cl.PC1CCCCC1,Nb,10.0
IGUGOG,Cc1c(C)c(C)c(C)c1C.Cl.Cl.Cl.Cl.Pc1ccccc1,Nb,10.0
IGUGUM,Cc1c(C)c(C)c(C)c1C.Cc1cc(C)c(P)c(C)c1.Cl.Cl.Cl.Cl,Nb,10.0
IKUDAU,CC(=Nc1c(C(C)C)cccc1C(C)C)c1ccc2c(c1)OCO2.CC(=Nc1c(C(C)C)cccc1C(C)C)c1ccc2c(c1)OCO2.CC(C)c1cccc(C(C)C)c1N.C[Si](C)(C)C,Nb,6.0
IKUDEY,C#Cc1ccccc1.CC(=Nc1c(C(C)C)cccc1C(C)C)c1ccc2c(c1)OCO2.CC(=Nc1c(C(C)C)cccc1C(C)C)c1ccc2c(c1)OCO2.CC(C)c1cccc(C(C)C)c1N,Nb,6.0
IKUDIC,CC(=Nc1c(C(C)C)cccc1C(C)C)c1ccc2c(c1)OCO2.CC(=Nc1c(C(C)C)cccc1C(C)C)c1ccc2c(c1)OCO2.CC(C)c1cccc(C(C)C)c1N.CO,Nb,6.0
IKUDOI,CC(=Nc1c(C(C)C)cccc1C(C)C)c1ccc2c(c1)OCO2.CC(=Nc1c(C(C)C)cccc1C(C)C)c1ccc2c(c1)OCO2.CC(C)c1cccc(C(C)C)c1N.O,Nb,6.0
ILICEN,O.O=NN(O)c1ccccc1.O=NN(O)c1ccccc1.O=NN(O)c1ccccc1,Nb,7.0
ILIHAO,Cc1cc(C)c(N2C=CN(c3c(C)cc(C)cc3C)C2)c(C)c1.Cc1cc(C)c(N2C=CN(c3c(C)cc(C)cc3C)C2)c(C)c1.Cl.Cl.O,Nb,5.0
ILIHES,Br.Br.Cc1cccc(C)c1N1C=CN(c2c(C)cccc2C)C1.Cc1cccc(C)c1N1C=CN(c2c(C)cccc2C)C1.O,Nb,5.0
ILOHEW,CC(C)(C)[Si](O)(C(C)(C)C)C(C)(C)C.CC(C)(C)[Si](O)(C(C)(C)C)C(C)(C)C.CC(C)(C)[Si](O)(C(C)(C)C)C(C)(C)C.CP(C)C,Nb,4.0
ILOMUT,C.C.CC(C)c1cccc(C(C)C)c1O.Cc1ccc(Nc2ccc(C)cc2P(C(C)C)C(C)C)c(P(C(C)C)C(C)C)c1,Nb,6.0
ILONAA,C.CC(C)c1cccc(C(C)C)c1O.Cc1ccc(Nc2ccc(C)cc2P(C(C)C)C(C)C)c(P(C(C)C)C(C)C)c1,Nb,5.0
ILONEE,CC(C)c1cccc(C(C)C)c1O.Cc1ccc(Nc2ccc(C)cc2P(C(C)C)C(C)C)c(P(C(C)C)C(C)C)c1.Cl.Cl,Nb,6.0
ILONII,C.CC(C)c1cccc(C(C)C)c1O.Cc1ccc(Nc2ccc(C)cc2P(C(C)C)C(C)C)c(P(C(C)C)C(C)C)c1.O=S(=O)(O)C(F)(F)F,Nb,6.0
ILONOO,C.C.CC(C)c1cccc(C(C)C)c1O.Cc1ccc(Nc2ccc(C)cc2P(C(C)C)C(C)C)c(P(C(C)C)C(C)C)c1.O=S(=O)(O)C(F)(F)F,Nb,7.0
IMEPOH,Cl.Cl.Cl.Cl.N=C(c1ccccc1)c1ccccc1.[Cl-],Nb,6.0
IMESAV,C[Si](C)(C)c1cccc1.Cl.Cl.OB(c1c(F)c(F)c(F)c(F)c1F)(c1c(F)c(F)c(F)c(F)c1F)c1c(F)c(F)c(F)c(F)c1F,Nb,8.0
IMUREQ,CC(C)(C)N.CON=C(O)C(C)(C)C.CON=C(O)C(C)(C)C.CON=C(O)C(C)(C)C,Nb,7.0
INELAP,CC(C)N=CC=NC(C)C.CC(C)N=CC=NC(C)C.c1cccc1,Nb,9.0
IPXNBC,CC(C)O.CC(C)O.CN(C)P(=O)(N(C)C)N(C)C.Cl.Cl.Cl,Nb,6.0
ISUCOO,O.Oc1cccc2cccnc12.Oc1cccc2cccnc12.Oc1cccc2cccnc12,Nb,7.0
ITAHIU,Cc1cc(C)cc(NCC(C)(C)C)c1.Cc1cc(C)cc(NCC(C)(C)C)c1.Cc1cc(C)cc(NCC(C)(C)C)c1.[P-]=[P+](c1ccccc1)c1ccccc1,Nb,5.0
ITAJAO,Cc1cc(C)cc(NCC(C)(C)C)c1.Cc1cc(C)cc(NCC(C)(C)C)c1.Cc1cc(C)cc(NCC(C)(C)C)c1.[PH2-],Nb,4.0
ITAJES,CC(C)(C)[P+](=[P-])C(C)(C)C.Cc1cc(C)cc(NCC(C)(C)C)c1.Cc1cc(C)cc(NCC(C)(C)C)c1.Cc1cc(C)cc(NCC(C)(C)C)c1,Nb,5.0
ITEGIZ,CC(C)(C)c1cc(CN(Cc2cc(C(C)(C)C)cc(C(C)(C)C)c2O)Cc2cc(C(C)(C)C)cc(C(C)(C)C)c2O)c(O)c(C(C)(C)C)c1.Cl.O=S(=O)(O)C(F)(F)F,Nb,6.0
ITETIM,Cc1cc(C)c(O)c(CN(Cc2cc(C)cc(C)c2O)Cc2cc(C)cc(C)c2O)c1.Cl.Cl,Nb,6.0
ITETOS,Cc1cc(C)c(O)c(CN(Cc2cc(C)cc(C)c2O)Cc2cc(C)cc(C)c2O)c1.Cc1cc(C)c(O)c(CN(Cc2cc(C)cc(C)c2O)Cc2cc(C)cc(C)c2O)c1,Nb,6.0
JALLOX,CCN(CC)C(=S)S.CCN(CC)C(=S)S.Cl.Cl.Cl,Nb,7.0
JANBIJ,CP(C)C[Si](C)(CP(C)C)CP(C)C.Cc1ccccc1,Nb,9.0
JANWUR,CC(C)(C)N.CC(C)(C)NC(=NCC(C)(CN[Si](C)(C)C)c1ccccn1)O[Si](C)(C)C.Cl,Nb,6.0
JASBAG,C#O.C#O.Cl.c1ccc(P(CCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1.c1ccc(P(CCP(c2ccccc2)c2ccccc2)c2ccccc2)cc1,Nb,7.0
JATXIM,C#CC(F)(F)F.Cc1cc(C)n([BH](n2nc(C)cc2C)n2nc(C)cc2C)n1.Cl.Cl,Nb,7.0
JATXOS,C#CCc1ccccc1.Cc1cc(C)n([BH](n2nc(C)cc2C)n2nc(C)cc2C)n1.Cl.Cl,Nb,7.0
JAWSAC,Oc1ccccc1O.Oc1ccccc1O.Oc1ccccc1O.c1ccncc1,Nb,7.0
JAWTAC,CP(C)C.CP(C)C.CP(C)C.Cl.Cl.Cl.O,Nb,7.0
JENXAC,C[Si](C)(C)c1cccc1.C[Si](C)(C)c1cccc1.Cl.O,Nb,12.0
JEPPID,FC(F)(F)C1=C(C(F)(F)F)SCS1.FC(F)(F)C=CC(F)(F)F.c1cccc1.c1cccc1,Nb,12.0
JEYGAW,O.Oc1ccccn1O.Oc1ccccn1O.Oc1ccccn1O,Nb,7.0
JIBXUN,C=CC=C.CP(C)CCP(C)C.CP(C)CCP(C)C,Nb,8.0
JIHWIG,Cc1ccc(C)cc1.Cc1ccc(C)cc1.Cc1ccc(C)cc1.Oc1c(-c2ccccc2)cccc1-c1ccccc1.Oc1c(-c2ccccc2)cccc1-c1ccccc1,Nb,5.0
JIQZES,CC1(C)COB(B2OCC(C)(C)CO2)OC1.Cl.Cl.Cl.Cl,Nb,6.0
JITPOR,Cl.O.c1cccc1.c1cccc1,Nb,12.0
JIYBUO,F.F.F.F.F.F,Nb,6.0
JIYMAF,CN.Cl.Cl.c1cccc1,Nb,8.0
JIZQOZ,CNC.CNC.CNC.CNC.CNCN(C)C,Nb,6.0
JOLKEA,C=CC.CC(C)c1cccc(C(C)C)c1N.CP(C)C.c1cccc1,Nb,9.0
JOMXAK,CC(C)(C)N.Cl.Cl.c1cccc1,Nb,8.0
JOMXEO,CC(C)c1cccc(C(C)C)c1N.Cl.Cl.c1cccc1,Nb,8.0
JOMXOY,CN.CP(C)C.Cl.Cl.c1cccc1,Nb,9.0
JOVMEO,CC(C)c1cccc(C(C)C)c1N.CCNC(=NC(C)(C)C)N(C)C.CNC.CNC,Nb,5.0
JOVZEC,CC(C)(C)N.C[n+]1nn(-c2cc(C(C)(C)C)cc(C(C)(C)C)c2[O-])cc1-c1cc(C(C)(C)C)cc(C(C)(C)C)c1O.Cl.c1ccncc1,Nb,6.0
JOWLAI,CC#Cc1ccccc1.Cc1cc(C)n([BH](n2nc(C)cc2C)n2nc(C)cc2C)n1.Cl.[H]CCC,Nb,8.0
JOWYAV,CP(C)C.CP(C)C.CP(C)C.Cl.Cl.Cl.S,Nb,7.0
JOYVOI,C#O.C#O.CC#CC.CCP(CC)CC.CCP(CC)CC.I,Nb,7.0
JUGJEA,O.Sc1ccccc1.Sc1ccccc1.Sc1ccccc1.[S-]c1ccccc1,Nb,5.0
JUHNAB,Cl.Cl.Cl.N[PH](c1ccccc1)(c1ccccc1)c1ccccc1.N[PH](c1ccccc1)(c1ccccc1)c1ccccc1,Nb,5.0
JUJTEN,F.F.F.F.O.O,Nb,6.0
JULDAX,Cl.Cl.Cl.Cl.[Cl-].[Cl-],Nb,6.0
JULNUZ,C#O.C#O.CP(C)CCP(C)C.CP(C)CCP(C)C.Cl,Nb,7.0
JULPAH,C#O.C#O.CP(C)CCP(C)C.CP(C)CCP(C)C.I,Nb,7.0
JUMNAG,S.S.S.S,Nb,4.0
KADXIZ,C#N.C(Cc1ccccc1)=NCc1ccccc1.CC(=CC(C)=Nc1c(C(C)C)cccc1C(C)C)Nc1c(C(C)C)cccc1C(C)C.CC(C)(C)N,Nb,6.0
KADXOF,C#NCCCC.CC(=CC(C)=Nc1c(C(C)C)cccc1C(C)C)Nc1c(C(C)C)cccc1C(C)C.CC(C)(C)N.CC(C)(C)N=NN,Nb,5.0
KADXUL,C#NC1CCCCC1.CC(=CC(C)=Nc1c(C(C)C)cccc1C(C)C)Nc1c(C(C)C)cccc1C(C)C.CC(C)c1cccc(C(C)C)c1N.NC1CCCCC1,Nb,5.0
KADYAS,CC(=CC(C)=Nc1c(C(C)C)cccc1C(C)C)Nc1c(C(C)C)cccc1C(C)C.CC(C)(C)N.CCCC=Nc1c(NCCCC)c(NCCCC)n(CCCC)c1C=NCCCC,Nb,5.0
KADYEW,C#NC(C)(C)C.CC(=CC(C)=Nc1c(C(C)C)cccc1C(C)C)Nc1c(C(C)C)cccc1C(C)C.CC(C)(C)N.COc1ccc(N)cc1,Nb,5.0
