smiles,Name,LigandSmiles,Metal,bondorder,oxidation_states,classification
[H]O->[Zn+2]12(<-[O-]C([O-])=C3C=[S+]C=N->13)(<-[O-]C([O-])=C1C=[S+]C=N->21)<-O[H],ONOGUU,O.O.O=C(O)c1cscn1.O=C(O)c1cscn1,Zn,6.0,+2,1
[H]O->[Zn+2](<-[O-]C(=O)c1cc(F)ccc1O)(<-[O-]C(=O)c1cc(F)ccc1O)<-O[H],GOLQUU,O.O.O=C(O)c1cc(F)ccc1O.O=C(O)c1cc(F)ccc1O,Zn,4.0,+2,1
[H]O->[Zn+2]12(<-O=C([O-])c3c(C(=O)O)n(C)cn->13)(<-O=C([O-])c1c(C(=O)O)n(C)cn->21)<-O[H],QIRFUV,Cn1cnc(C(=O)O)c1C(=O)O.Cn1cnc(C(=O)O)c1C(=O)O.O.O,Zn,6.0,+2,1
[H]O->[Zn+2]12(<-O[H])(<-N3=NN=NC3=c3ccc(C#N)c4c3=N->1S[N-]4)<-N1=NN=NC1=c1ccc(C#N)c3c1=N->2S[N-]3,QIJWIS,N#Cc1ccc(-c2nnn[nH]2)c2nsnc12.N#Cc1ccc(-c2nnn[nH]2)c2nsnc12.O.O,Zn,6.0,+2,1
[H]O->[Zn+2]1(<-O=C([O-])c2ccco2)(<-O=C([O-])c2ccco2)<-n2ccccc2-c2ccccn->12,REWFAB,O.O=C(O)c1ccco1.O=C(O)c1ccco1.c1ccc(-c2ccccn2)nc1,Zn,5.0,+2,1
[H]O->[Zn+2]123(<-[O-]c4c(Br)cc(Cl)cc4C=N->1OCCON->2=Cc1cc(Cl)cc(Br)c1[O-]->3)<-O[H],VIYCIR,O.O.Oc1c(Br)cc(Cl)cc1C=NOCCON=Cc1cc(Cl)cc(Br)c1O,Zn,6.0,+2,1
[H]O->[Pd+2](<-O[H])(<-N1=C([O-])c2ccccc2C1=O)<-N1=C([O-])c2ccccc2C1=O,ENOYEN,O.O.O=C1NC(=O)c2ccccc21.O=C1NC(=O)c2ccccc21,Pd,4.0,+2,1
[H]O->[Zn+2](<-O=S(C)(=O)N=S(C)(=O)[O-])(<-O=S(C)(=O)N=S(C)(=O)[O-])(<-O[H])(<-O[H])<-O[H],TAYSER,CS(=O)(=O)[N-][SH](C)(=O)O.CS(=O)(=O)[N-][SH](C)(=O)O.O.O.O.O,Zn,6.0,+2,1
[H]O->[Zn+2]12(<-O[H])(<-N3=CC=C[C-](Cl)C3=C3N=NN=N->13)<-N1=CC=C[C-](Cl)C1=C1N=NN=N->21,KOFPEC,Clc1cccnc1-c1nnn[nH]1.Clc1cccnc1-c1nnn[nH]1.O.O,Zn,6.0,+2,1
[H]O->[Cd+2]12(<-O=C([O-])c3c(C(=O)O)[nH]cn->13)(<-O=C([O-])c1c(C(=O)O)[nH]cn->21)<-O[H],YEMGAZ,O.O.O=C(O)c1nc[nH]c1C(=O)[O-].O=C(O)c1nc[nH]c1C(=O)[O-],Cd,6.0,+2,1
[H]O->[Pd+2]12<-n3ccccc3-c3ccc(-c4ccccn->14)[n-]->23,TELQAE,O.c1ccc(-c2ccc(-c3ccccn3)[nH]2)nc1,Pd,4.0,+2,1
[H]O->[Zn+2]12(<-O=C([O-])c3cccc(C(=O)[O-])n->13)<-n1ccccc1Nc1ccccn->21,ERESOK,O.O=C(O)c1cccc(C(=O)O)n1.c1ccc(Nc2ccccn2)nc1,Zn,6.0,+2,1
[H]O->[Fe+2]12(<-O=C([O-])c3cnc(C)cn->13)(<-O=C([O-])c1cnc(C)cn->21)<-O[H],POFYAL,Cc1cnc(C(=O)O)cn1.Cc1cnc(C(=O)O)cn1.O.O,Fe,6.0,+2,1
[H]O->[Zn+2](<-[O-]C(=O)c1cc(C)ccc1NC(C)=O)(<-[O-]C(=O)c1cc(C)ccc1NC(C)=O)(<-O[H])(<-O[H])<-O[H],UQUZEM,CC(=O)Nc1ccc(C)cc1C(=O)O.CC(=O)Nc1ccc(C)cc1C(=O)O.O.O.O.O,Zn,6.0,+2,1
[H]O->[Zn+2](<-O=c1ccc(S(=O)(=O)[O-])c[nH]1)(<-O=c1ccc(S(=O)(=O)[O-])c[nH]1)(<-O[H])(<-O[H])<-O[H],RUDTAM,O.O.O.O.O=c1ccc(S(=O)(=O)[O-])c[nH]1.O=c1ccc(S(=O)(=O)[O-])c[nH]1,Zn,6.0,+2,1
[H]O->[Zn+2](<-O=C([O-])c1cc(C(=O)O)cc(C(=O)O)c1)(<-O=C([O-])c1cc(C(=O)O)cc(C(=O)O)c1)(<-O[H])(<-O[H])<-O[H],JUVCEK,O.O.O.O.O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1.O=C(O)c1cc(C(=O)O)cc(C(=O)O)c1,Zn,6.0,+2,1
[H]O->[Pd+2]1(<-[c-]2ccccc2CN->1(C)C)<-n1ccc(N(C)C)cc1,EJUFEV,CN(C)Cc1ccccc1.CN(C)c1ccncc1.O,Pd,4.0,+2,1
[H]O->[Zn+2]12(<-O=C([O-])c3ccc(C)cn->13)(<-O=C([O-])c1ccc(C)cn->21)<-O[H],QOLMIO,Cc1ccc(C(=O)O)nc1.Cc1ccc(C(=O)O)nc1.O.O,Zn,6.0,+2,1
[H]O->[Pt+2]1(<-[c-]2ccccc2)<-n2c(C)cc(C)n2[BH-](n2[nH+]c(C)cc2C)n2c(C)cc(C)n->12,QEPHAV,CC1=CC(C)=N([BH](n2nc(C)cc2C)n2nc(C)cc2C)N1.O.c1ccccc1,Pt,4.0,+2,1
[H]O->[Cd+2]12(<-O=C([O-])c3c(C(=O)O)[nH]cn->13)(<-O=C([O-])c1c(C(=O)O)[nH]cn->21)<-O[H],FIBJAC,O.O.O=C(O)c1nc[nH]c1C(=O)O.O=C(O)c1nc[nH]c1C(=O)O,Cd,6.0,+2,1
[H]O->[Zn+2]12(<-O[H])(<-N3=NC(c4ccc(-n5ccnc5)cc4)=NC3=C3C=CC=C[N-]->13)<-N1=NC(c3ccc(-n4ccnc4)cc3)=NC1=C1C=CC=C[N-]->21,QEBXAY,O.O.c1ccc(-c2nc(-c3ccc(-n4ccnc4)cc3)n[nH]2)nc1.c1ccc(-c2nc(-c3ccc(-n4ccnc4)cc3)n[nH]2)nc1,Zn,6.0,+2,1
[H]O->[Zn+2](<-[O-]C(=O)c1ccc2ccccc2c1O)(<-[O-]C(=O)c1ccc2ccccc2c1O)(<-O[H])(<-O[H])<-O[H],MIRNIL,O.O.O.O.O=C(O)c1ccc2ccccc2c1O.O=C(O)c1ccc2ccccc2c1O,Zn,6.0,+2,1
[H]O->[Zn+2]1(<-[O-]C(=O)COCC(=O)[O-]->1)(<-O[H])<-n1cccc(C(N)=O)c1,XALWUF,NC(=O)c1cccnc1.O.O.O=C(O)COCC(=O)O,Zn,6.0,+2,1
[H]O->[Fe+2]12(<-O=C([O-])c3c(C(=O)O)[nH]c(-c4cccnc4)n->13)(<-O=C([O-])c1c(C(=O)O)[nH]c(-c3cccnc3)n->21)<-O[H],DUCDIP,O.O.O=C(O)c1nc(-c2cccnc2)[nH]c1C(=O)O.O=C(O)c1nc(-c2cccnc2)[nH]c1C(=O)O,Fe,6.0,+2,1
[H]O->[Zn+2]12(<-O=C3C=CC(=[N+]([O-])[O-])c4cccn->1c43)(<-O=C1C=CC(=[N+]([O-])[O-])c3cccn->2c31)<-O[H],KESTAF,O.O.O=[N+]([O-])c1ccc(O)c2ncccc12.O=[N+]([O-])c1ccc(O)c2ncccc12,Zn,6.0,+2,1
[H]O->[Zn+2]123<-O=C(OCC)C(C=N->1c1ccccc1N->2=CC(C(=O)OCC)=C(OCC)[O-]->3)=C([O-])OCC,COFCIL,CCOC(=O)C(=CNc1ccccc1NC=C(C(=O)OCC)C(=O)OCC)C(=O)OCC.O,Zn,5.0,+2,1
[H]O->[Zn+2]12(<-[O-]C(=O)Cc3ccccn->13)(<-[O-]C(=O)Cc1ccccn->21)<-O[H],PYACZN,O.O.O=C(O)Cc1ccccn1.O=C(O)Cc1ccccn1,Zn,6.0,+2,1
[H]O->[Fe+2](<-N#C[S-])(<-N#C[S-])(<-O[H])(<-n1ccc(C=Cc2ccncc2)cc1)<-n1ccc(C=Cc2ccncc2)cc1,FESVEF,C(=Cc1ccncc1)c1ccncc1.C(=Cc1ccncc1)c1ccncc1.N=C=S.N=C=S.O.O,Fe,6.0,+2,1
[H]O->[Fe+2]12(<-[OH-])(<-O=C(N)[NH+]=N->1C=C1C(CO)=CNC(C)=C1[O-]->2)<-O=S(=O)([O-])O,KISRUA,Cc1[nH+]cc(CO)c(C=NNC(N)=O)c1O.O.O.O=S(=O)([O-])O,Fe,6.0,+2,1
[H]O->[Zn+2]123(<-O=C([O-])CN->1(CC([O-])=O->2)Cc1cc(O)ccc1O->3)<-OC,SAQHUP,CO.O.O=C(O)CN(CC(=O)O)Cc1cc(O)ccc1O,Zn,6.0,+2,1
[H]O->[Zn+2]12(<-O=S([O-])([O-])=S->1)<-n1ccccc1-c1nc(-c3ccccn3)nc(-c3ccccn3)n->21,WEHTOT,O.O=S(=O)(O)S.c1ccc(-c2nc(-c3ccccn3)nc(-c3ccccn3)n2)nc1,Zn,6.0,+2,1
[H]O->[Os+2]12345(<-c6(C)c->1(C)c->2(C)[c-]->3(C)c->46C)<-P(C)(C)CP->5(C)C,YERQES,CP(C)CP(C)C.Cc1c(C)c(C)c(C)c1C.O,Os,8.0,+2,1
[H]O->[Zn+2]12(<-[O-]c3n[nH]c(=O)c4cc(CC)cn->1c34)(<-[O-]c1n[nH]c(=O)c3cc(CC)cn->2c13)<-O[H],YABNIA,CCc1cnc2c(O)n[nH]c(=O)c2c1.CCc1cnc2c(O)n[nH]c(=O)c2c1.O.O,Zn,6.0,+2,1
[H]O->[Zn+2]12(<-O=C([O-])c3cccc(C)n->13)<-O=C([O-])c1cccc(C)n->21,ALOPAS,Cc1cccc(C(=O)O)n1.Cc1cccc(C(=O)O)n1.O,Zn,5.0,+2,1
[H]O->[Cd+2]1(<-O=C([O-])COc2c(C)cc(C)cc2C(c2ccccc2F)c2cc(C)cc(C)c2OCC(=O)[O-]->1)(<-n1ccccc1)<-n1ccccc1,NOLBOH,Cc1cc(C)c(OCC(=O)O)c(C(c2ccccc2F)c2cc(C)cc(C)c2OCC(=O)O)c1.O.c1ccncc1.c1ccncc1,Cd,6.0,+2,1
[H]O->[Cd+2]1<-O=C([O-])CN(CCN(CC(=O)O)CC(=O)[O-]->1)CC(=O)O,ACAQOK,O.O=C(O)CN(CCN(CC(=O)O)CC(=O)O)CC(=O)O,Cd,7.0,+2,1
[H]O->[Zn+2]123(<-O=C([O-])CS->1CC(=O)[O-]->2)<-n1ccccc1-c1ccccn->31,TEKCOB,O.O=C(O)CSCC(=O)O.c1ccc(-c2ccccn2)nc1,Zn,6.0,+2,1
[H]O->[Zn+2]12(<-O[H])(<-n3cc[nH]c3-c3n(CC(=O)[O-])ccn->13)<-n1cc[nH]c1-c1n(CC(=O)[O-])ccn->21,ZOMWIJ,O.O.O=C([O-])Cn1ccnc1-c1ncc[nH]1.O=C([O-])Cn1ccnc1-c1ncc[nH]1,Zn,6.0,+2,1
[H]O->[Zn+2](<-O=C([O-])CN1c2ccccc2N2CC(=O)OC21)(<-O=C([O-])CN1c2ccccc2N2CC(=O)OC21)(<-O[H])(<-O[H])<-O[H],FASZAC,O.O.O.O.O=C([O-])C[n+]1cn(CC(=O)O)c2ccccc21.O=C([O-])C[n+]1cn(CC(=O)O)c2ccccc21,Zn,6.0,+2,1
[H]O->[Zn+2](<-[I-])(<-[I-])<-OC(C)C,OMEXIP,CC(C)O.I.I.O,Zn,4.0,+2,1
[H]O->[Cd+2]12(<-[O-]C(=O)Cn3cc(C(=O)O)c(C)n->13)(<-[O-]C(=O)Cn1cc(C(=O)O)c(C)n->21)<-O[H],TOFZAR,Cc1nn(CC(=O)O)cc1C(=O)O.Cc1nn(CC(=O)O)cc1C(=O)O.O.O,Cd,6.0,+2,1
[H]O->[Zn+2](<-[O-]C(=O)COc1ccccc1F)(<-[O-]C(=O)COc1ccccc1F)(<-O[H])(<-O[H])<-O[H],FAFBAP,O.O.O.O.O=C(O)COc1ccccc1F.O=C(O)COc1ccccc1F,Zn,6.0,+2,1
[H]O->[Zn+2]1(<-O=C([O-])C=Cc2ccc(C)cc2)(<-O=C([O-])C=Cc2ccc(C)cc2)<-n2ccccc2-c2ccccn->12,LOZKES,Cc1ccc(C=CC(=O)O)cc1.Cc1ccc(C=CC(=O)O)cc1.O.c1ccc(-c2ccccn2)nc1,Zn,5.0,+2,1
[H]O->[Fe+2]12(<-O=C([O-])c3c(C(=O)O)[nH]cn->13)(<-O=C([O-])c1c(C(=O)O)[nH]cn->21)<-O[H],ETUSOC,O.O.O=C(O)c1nc[nH]c1C(=O)O.O=C(O)c1nc[nH]c1C(=O)O,Fe,6.0,+2,1
[H]O->[Pd+2]1(<-[c-]2ccccc2CN->1(C)C)<-P1(c2ccccc2)c2ccccc2S(=O)(=O)c2ccccc21,NEGFEL,CN(C)Cc1ccccc1.O.O=S1(=O)c2ccccc2P(c2ccccc2)c2ccccc21,Pd,4.0,+2,1
[H]O->[Zn+2](<-N#CC(C#N)=C(N)[O-])(<-N#CC(C#N)=C(N)[O-])(<-O[H])(<-O[H])<-O[H],RUXGOG,N#CC(=C=N)C(N)=O.N#CC(=C=N)C(N)=O.O.O.O.O,Zn,6.0,+2,1
[H]O->[Zn+2]12(<-O[H])<-N(NC(=O)c3ccccc3O)=C([O-])c3cccc(C([O-])=N->1NC(=O)c1ccccc1O)n->23,EYIXEQ,O.O.O=C(NNC(=O)c1ccccc1O)c1cccc(C(=O)NNC(=O)c2ccccc2O)n1,Zn,7.0,+2,1
[H]O->[Zn+2]12(<-NC(C([O-])=O->1)C(C)CC)(<-NC(C([O-])=O->2)C(C)CC)<-O[H],IGATUF,CCC(C)C(N)C(=O)O.CCC(C)C(N)C(=O)O.O.O,Zn,6.0,+2,1
[H]O->[Cd+2]12(<-O=C([O-])c3n[nH]c(N)n->13)(<-O=C([O-])c1n[nH]c(N)n->21)<-O[H],ISACEL,Nc1nc(C(=O)O)n[nH]1.Nc1nc(C(=O)O)n[nH]1.O.O,Cd,6.0,+2,1
[H]O->[Zn+2]1(<-O=C([O-])C(Cl)(Cl)Cl)(<-O=C([O-])C(Cl)(Cl)Cl)<-n2ccccc2-c2ccccn->12,NIJTIJ,O.O=C(O)C(Cl)(Cl)Cl.O=C(O)C(Cl)(Cl)Cl.c1ccc(-c2ccccn2)nc1,Zn,5.0,+2,1
[H]O->[Zn+2]12(<-O[H])(<-n3ccccc3Cc3nnn[n-]->13)<-n1ccccc1Cc1nnn[n-]->21,ERIKIA,O.O.c1ccc(Cc2nnn[nH]2)nc1.c1ccc(Cc2nnn[nH]2)nc1,Zn,6.0,+2,1
[H]O->[Zn+2](<-O[H])(<-n1ccccc1)(<-n1ccccc1)(<-n1oc(C)cc1N=S(=O)([O-])c1ccc(N)cc1)<-n1oc(C)cc1N=S(=O)([O-])c1ccc(N)cc1,FOQQOR,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1.Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1.O.O.c1ccncc1.c1ccncc1,Zn,6.0,+2,1
[H]O->[Zn+2](<-[O-]C([O-])=C=[N+]1N=NN=C1N)(<-[O-]C([O-])=C=[N+]1N=NN=C1N)(<-O[H])(<-O[H])<-O[H],LUFHOL,Nc1nnnn1CC(=O)O.Nc1nnnn1CC(=O)O.O.O.O.O,Zn,6.0,+2,1
[H]O->[Zn+2]12(<-O=C([O-])c3c(O)cccn->13)(<-O=C([O-])c1c(O)cccn->21)<-O[H],QAFHAH,O.O.O=C(O)c1ncccc1O.O=C(O)c1ncccc1O,Zn,6.0,+2,1
[H]O->[Zn+2]12(<-O=C([O-])C(CO)N->1=Cc1c([O-]->2)ccc2ccccc12)<-O[H],NENCOZ,O.O.O=C(O)C(CO)N=Cc1c(O)ccc2ccccc12,Zn,5.0,+2,1
[H]O->[Zn+2]12(<-N3=c4ccccc4=NC3=C3C=CC=C[N-]->13)<-N1=c3ccccc3=NC1=C1C=CC=C[N-]->21,SANVOT,O.c1ccc(-c2nc3ccccc3[nH]2)nc1.c1ccc(-c2nc3ccccc3[nH]2)nc1,Zn,5.0,+2,1
[H]O->[Zn+2]12(<-[O-]C(=O)c3c[nH]cn->13)(<-[O-]C(=O)c1c[nH]cn->21)<-O[H],ETUBAX,O.O.O=C(O)c1c[nH]cn1.O=C(O)c1c[nH]cn1,Zn,6.0,+2,1
[H]O->[Zn+2](<-O=C([O-])c1ccc(OC)c(OC)c1)(<-O=C([O-])c1ccc(OC)c(OC)c1)(<-O[H])(<-n1cccc(C(N)=O)c1)<-n1cccc(C(N)=O)c1,MOVYAZ,COc1ccc(C(=O)O)cc1OC.COc1ccc(C(=O)O)cc1OC.NC(=O)c1cccnc1.NC(=O)c1cccnc1.O.O,Zn,6.0,+2,1
[H]O->[Zn+2]123<-O=C([O-])c4cccc(CN5CCOCCOCCN(Cc6cccc(C(=O)[O-]->1)n->26)CCOCCOCC5)n->34,UXIFAJ,O.O=C(O)c1cccc(CN2CCOCCOCCN(Cc3cccc(C(=O)O)n3)CCOCCOCC2)n1,Zn,5.0,+2,1
[H]O->[Pd+2]12<-[CH-](CCP->1(C(C)(C)C)C(C)(C)C)CCP->2(C(C)(C)C)C(C)(C)C,SUHYAV,CC(C)(C)P(CCCCCP(C(C)(C)C)C(C)(C)C)C(C)(C)C.O,Pd,4.0,+2,1
[H]O->[Zn+2]123<-[O-]C(C)=C(N=N->1c1ccccc1S->2Cc1ccccn->31)C(C)=O,BAVVUS,CC(=O)C(N=Nc1ccccc1SCc1ccccn1)=C(C)O.O,Zn,5.0,+2,1
[H]O->[Fe+2](<-N#C[S-])(<-N#C[S-])(<-O[H])(<-n1ccc(-c2nnc(-c3ccncc3)o2)cc1)<-n1ccc(-c2nnc(-c3ccncc3)o2)cc1,EYAPUP,N=C=S.N=C=S.O.O.c1cc(-c2nnc(-c3ccncc3)o2)ccn1.c1cc(-c2nnc(-c3ccncc3)o2)ccn1,Fe,6.0,+2,1
[H]O->[Cd+2](<-O[H])(<-O[H])(<-O[H])(<-n1cnc2n(C)c(=O)n(C)c([O-])c1-2)<-n1cnc2n(C)c(=O)n(C)c([O-])c1-2,DIFRAL,Cn1c(=O)c2[nH]cnc2n(C)c1=O.Cn1c(=O)c2[nH]cnc2n(C)c1=O.O.O.O.O,Cd,6.0,+2,1
[H]O->[Zn+2]12(<-[O-]c3ccc(N=Nc4ccc(C)cc4)c4cccn->1c34)(<-[O-]c1ccc(N=Nc3ccc(C)cc3)c3cccn->2c13)<-O[H],BIKSUM,Cc1ccc(N=Nc2ccc(O)c3ncccc23)cc1.Cc1ccc(N=Nc2ccc(O)c3ncccc23)cc1.O.O,Zn,6.0,+2,1
[H]O->[Zn+2]12(<-O=C(C)[O-])<-N3(C)CCCN->14CCN(CCCN->2(C)CC4)CC3,OTOWOL,CC(=O)O.CN1CCCN2CCN(C)CCCN(CC1)CC2.O,Zn,6.0,+2,1
[H]O->[Cd+2]12(<-[O-]S(=O)(=Nc3cccc(C)n->13)c1c(C)cc(C)cc1C)(<-[O-]S(=O)(=Nc1cccc(C)n->21)c1c(C)cc(C)cc1C)<-O[H],TUTCAM,Cc1cc(C)c([SH](=O)([O-])Nc2cccc(C)n2)c(C)c1.Cc1cc(C)c([SH](=O)([O-])Nc2cccc(C)n2)c(C)c1.O.O,Cd,6.0,+2,1
[H]O->[Cd+2]1(<-[O-][S+](C)C)(<-OCCc2ccccn->12)(<-N1=C([O-])c2ccccc2S1(=O)=O)<-N1=C([O-])c2ccccc2S1(=O)=O,TABBAA,CS(C)=O.O.O=C1NS(=O)(=O)c2ccccc21.O=C1NS(=O)(=O)c2ccccc21.OCCc1ccccn1,Cd,6.0,+2,1
[H]O->[Zn+2](<-O=C([O-])Cn1cnc2c(N)ncnc21)(<-O=C([O-])Cn1cnc2c(N)ncnc21)<-O[H],WILHOR,Nc1ncnc2c1ncn2CC(=O)O.Nc1ncnc2c1ncn2CC(=O)O.O.O,Zn,4.0,+2,1
[H]O->[Cd+2]123(<-[O-][N+](=O)[O-]->1)(<-[O-][N+](=O)[O-]->2)<-n1ccccc1-c1cc(-c2ccncc2)cc(-c2ccccn2)n->31,AQOKOG,O.O=N(O)O.O=[N+]([O-])O.c1ccc(c2cc(c3ccncc3)cc(c3ccccn3)n2)nc1,Cd,7.0,+2,1
[H]O->[Zn+2]12<-[O-]c3ccc(Br)cc3C=N->1Cc1ccccn->21,DAYQIE,O.Oc1ccc(Br)cc1C=NCc1ccccn1,Zn,4.0,+2,1
[H]O->[Cd+2]123(<-[O-][N+](=O)[O-]->1)(<-O[H])<-n1cccc4ccc5ccc(-n6cncn->26)n->3c5c41,NAKVIG,C1=NC=NN1c1ccc2ccc3cccnc3c2n1.O.O.O=N(O)O,Cd,7.0,+2,1
[H]O->[Zn+2](<-O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl)(<-O=C([O-])Cc1ccccc1Nc1c(Cl)cccc1Cl)<-O[H],TACCIM,O.O.O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl.O=C(O)Cc1ccccc1Nc1c(Cl)cccc1Cl,Zn,4.0,+2,1
[H]O->[Fe+2]12(<-O[H])(<-N3=C[CH-]C=CC3=C3N=C(c4ccc(-c5ccncc5)cc4)N=N->13)<-N1=C[CH-]C=CC1=C1N=C(c3ccc(-c4ccncc4)cc3)N=N->21,MEXFUS,O.O.c1ccc(-c2nc(-c3ccc(-c4ccncc4)cc3)n[nH]2)nc1.c1ccc(-c2nc(-c3ccc(-c4ccncc4)cc3)n[nH]2)nc1,Fe,6.0,+2,1
[H]O->[Zn+2]1(<-[O-]C(=O)c2cc([O-])[nH]c(=O)n->12)(<-n1ccn(C)c1)<-n1ccn(C)c1,UWIQEX,Cn1ccnc1.Cn1ccnc1.O.O=C(O)c1cc(=O)[nH]c(=O)[nH]1,Zn,5.0,+2,1
[H]O->[Cd+2]12(<-O=C([O-])c3n[nH]cn->13)(<-O=C([O-])c1n[nH]cn->21)<-O[H],XIRZOO,O.O.O=C(O)c1nc[nH]n1.O=C(O)c1nc[nH]n1,Cd,6.0,+2,1
[H]O->[Zn+2](<-[O-]C(=O)c1cc2ccccc2cc1O)(<-[O-]C(=O)c1cc2ccccc2cc1O)<-O[H],MAHZAX,O.O.O=C(O)c1cc2ccccc2cc1O.O=C(O)c1cc2ccccc2cc1O,Zn,4.0,+2,1
[F-]->[Pd+2](<-[c-]1ccccc1)(<-n1ccccc1)<-n1ccccc1,MOWSOH,F.c1ccccc1.c1ccncc1.c1ccncc1,Pd,4.0,+2,1
COC(=O)CC1CCP(c2ccccc2)(c2ccccc2)->[Pd+2](<-[Cl-])(<-[Cl-])<-P1(c1ccccc1)c1ccccc1,WAJGIZ,COC(=O)CC(CCP(c1ccccc1)c1ccccc1)P(c1ccccc1)c1ccccc1.Cl.Cl,Pd,4.0,+2,1
CCP(CC)(CC)->[Ni+2](<-[F-])(<-[c-]1nc(F)c(F)cc1F)<-P(CC)(CC)CC,NORKAG,CCP(CC)CC.CCP(CC)CC.F.Fc1cnc(F)c(F)c1,Ni,4.0,+2,1
O=C1CC(=O)[O-]->[Pt+2]2(<-[O-]1)<-N(CCO)CCN->2CCO,MILMID,O=C(O)CC(=O)O.OCCNCCNCCO,Pt,4.0,+2,1
CC(=O)NN1=C(C)c2ccccn2->[Ni+2]<-1234<-[O-]C(C)=N->2N->3=C(C)c1ccccn->41,NAXNOR,CC(=O)NN=C(C)c1ccccn1.CC(O)=NN=C(C)c1ccccn1,Ni,6.0,+2,1
CC1(C)N2=CC3=CC=CC(=C([O-])O)C3=O->[Ni+2]<-23<-O=C2C(C=N->3C1(C)C)=CC=CC2=C([O-])O,MENZEL,CC(C)(N=Cc1cccc(C(=O)O)c1O)C(C)(C)N=Cc1cccc(C(=O)O)c1O,Ni,4.0,+2,1
CC1C(=O)[O-]->[Zn+2]234(<-[O-]C(=O)C(C)=N->2NC(N)=S->3)<-S=C(N)NN->4=1,YAFTUU,CC(=NNC(N)=S)C(=O)O.CC(=NNC(N)=S)C(=O)O,Zn,6.0,+2,1
CCCCP(CCCC)(CCCC)->[Pd+2]12<-O=C3C=Cc4ccccc4C3=NN->1=C1C=C(N([O-])[O-])C=CC1=O->2,YOYKUS,CCCCP(CCCC)CCCC.O=[N+]([O-])c1ccc(O)c(N=Nc2c(O)ccc3ccccc23)c1,Pd,4.0,+2,1
CCCCP(CCCC)(CCCC)->[Ni+2]12<-N=C3C=CC(N([O-])[O-])=CC3=N->1C=C1C(=O->2)C=Cc2ccccc21,MULJAG,CCCCP(CCCC)CCCC.Nc1ccc([N+](=O)[O-])cc1N=Cc1c(O)ccc2ccccc12,Ni,4.0,+2,1
COc1ccc(CN2CCN(Cc3ccc(OC)cc3)->[Zn+2]<-2(<-[CH-](F)F)<-[CH-](F)F)cc1,ISIKAY,COc1ccc(CNCCNCc2ccc(OC)cc2)cc1.FCF.FCF,Zn,4.0,+2,1
COc1ccc2C=N3CCN4=Cc5ccc(OC)cc5[O-]->[Ni+2]<-3<-4<-[O-]c2c1,ENUHUR,COc1ccc(C=NCCN=Cc2ccc(OC)cc2O)c(O)c1,Ni,4.0,+2,1
CCN1(CC(N)=O)CC([O-])=N->[Pd+2]<-12<-N=C([O-])CN->2(CC)CC(N)=O,MELDEP,CCN(CC(N)=O)CC(N)=O.CCN(CC(N)=O)CC(N)=O,Pd,4.0,+2,1
C[N-](c1ccccc1)->[Ni+2]12<-[c-]3ccccc3CP->1(CCP->2(C(C)(C)C)C(C)(C)C)C(C)(C)C,RIGVOV,CC(C)(C)P(CCP(C(C)(C)C)C(C)(C)C)Cc1ccccc1.CNc1ccccc1,Ni,4.0,+2,1
Cl[c-]1ccccc1=NC#N->[Ni+2]12<-n3ccccc3N=C3c4ccccc4C(=Nc4ccccn->14)[N-]->23,WECDOX,N=C=Nc1ccccc1Cl.c1ccc(N=C2NC(=Nc3ccccn3)c3ccccc32)nc1,Ni,4.0,+2,1
[O-]P(n1cccc1)(n1cccc1)->[Pd+2]12<-[O-]c3ccccc3N->1=Cc1ccccn->21,GIJNUJ,O=[PH](n1cccc1)n1cccc1.Oc1ccccc1N=Cc1ccccn1,Pd,4.0,+2,1
[O-]C1=O->[Fe+2]234(<-O=C([O-])C(n5cccn->25)n2cccn->32)<-n2cccn2C1n1cccn->41,BEDLEC,O=C(O)C(n1cccn1)n1cccn1.O=C(O)C(n1cccn1)n1cccn1,Fe,6.0,+2,1
FC(F)(F)c1ccc([NH+]=C2[N-]N(=c3cccc[nH]3)->[Zn+2]3(<-[S-]2)<-[S-]C([N-]N->3=c2cccc[nH]2)=[NH+]c2ccc(C(F)(F)F)cc2)cc1,NESCAR,FC(F)(F)c1ccc(NC([S-])=NNc2cccc[nH+]2)cc1.FC(F)(F)c1ccc(NC([S-])=NNc2cccc[nH+]2)cc1,Zn,4.0,+2,1
CCC(CC)C([O-])=O->[Zn+2]1(<-O=C([O-])C(CC)CC)<-N(CCN->1C(C)c1ccccc1)C(C)c1ccccc1,LIVYUK,CC(NCCNC(C)c1ccccc1)c1ccccc1.CCC(CC)C(=O)O.CCC(CC)C(=O)O,Zn,4.0,+2,1
Clc1ccc2[O-]->[Ni+2]34<-[O-]c5ccc(Cl)cc5C=N->3C3CCCCC3N->4=Cc2c1,POMJAE,Oc1ccc(Cl)cc1C=NC1CCCCC1N=Cc1cc(Cl)ccc1O,Ni,4.0,+2,1
